granter_ministry,grant_date,grant_month,grant_year,amount,grantee_clean,grantee,grantee_detail,grantee_jcn,description,grant_name,grant_type,npo_type,admin_division,filename
MHLW,2011-08-15,2011 Aug,2011,50869000,国際厚生事業団,社団法人国際厚生事業団,社団法人国際厚生事業団,NA,"外国人看護師・介護福祉士受入支援事業
","(項)医療従事者資質向上対策費
(目)衛生関係指導者養成等委託費",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-08-15,2011 Aug,2011,45851000,国際厚生事業団,社団法人国際厚生事業団,社団法人国際厚生事業団,NA,"外国人看護師・介護福祉士就労研修雇用管理指導事業
","(項)高齢者等雇用安定・促進費
(目)衛生関係指導者養成等委託費",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-08-15,2011 Aug,2011,116894000,国際厚生事業団,社団法人国際厚生事業団,社団法人国際厚生事業団,NA,"外国人看護師候補者学習支援事業
","(項)医療従事者資質向上対策費
(目)衛生関係指導者養成等委託費",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-08-16,2011 Aug,2011,14770000,日本中毒情報センタ-,公益財団法人日本中毒情報センター,財団法人日本中毒情報センター,NA,"中毒情報基盤整備事業
","(項)医療提供体制確保対策費
(目)中毒情報基盤整備事業費補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-08-22,2011 Aug,2011,456884000,結核予防会,公益財団法人結核予防会,(公財)結核予防会,NA,"結核研究所補助金
","(項)感染症対策費
(目)結核研究所補助金",Subsidy,公財,国所管,h23_youshiki1
MHLW,2011-08-22,2011 Aug,2011,15800000,結核予防会,公益財団法人結核予防会,(公財)結核予防会,NA,"結核研究所補助金
","(項)感染症対策費
(目)政府開発援助結核研究所補助金",Subsidy,公財,国所管,h23_youshiki1
MHLW,2011-08-24,2011 Aug,2011,16178000,日本歯科医師会,社団法人日本歯科医師会,"社団法人日本歯科医師会
",NA,"歯科関係者講習会委託費
","(項)医療従事者資質向上対策費
(目)衛生関係指導者養成等委託費",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-08-24,2011 Aug,2011,137584000,全国社会保険協会連合会,"社団法人全国社会保険協会連合会
",社団法人全国社会保険協会連合会,NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-08-30,2011 Aug,2011,1103670000,国民健康保険中央会,公益社団法人国民健康保険中央会,社団法人国民健康保険中央会,NA,"後期高齢者医療制度関係業務事業費補助金
","(項)医療保険給付諸費
(目)後期高齢者医療制度関係業務事業費補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-09-01,2011 Sep,2011,13858000,全国里親会,公益財団法人全国里親会,財団法人全国里親会,NA,"里親促進事業
","(項)児童育成事業費
(目)児童育成事業費補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-09-02,2011 Sep,2011,1099186000,国民健康保険中央会,公益社団法人国民健康保険中央会,社団法人国民健康保険中央会,NA,"介護保険事業費補助金
","(項)介護保険制度運営推進費
(目)介護保険事業費補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-09-09,2011 Sep,2011,2462000,地域医療振興協会,公益社団法人地域医療振興協会,公益社団法人地域医療振興協会,NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,公財,国所管,h23_youshiki1
MHLW,2011-09-09,2011 Sep,2011,24083000,厚生年金事業振興団,財団法人厚生年金事業振興団,財団法人厚生年金事業振興団,NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-09-12,2011 Sep,2011,4596000,地域医療振興協会,公益社団法人地域医療振興協会,公益社団法人地域医療振興協会,NA,"保健衛生施設等施設・設備整備費国庫補助金
","(項)保健衛生施設整備費
(目)保健衛生施設等施設整備費補助金",Subsidy,公社,国所管,h23_youshiki1
MHLW,2011-09-16,2011 Sep,2011,25383000,日本海員掖済会,社団法人日本海員掖済会,社団法人日本海員掖済会,NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-09-27,2011 Sep,2011,1558610000,国民健康保険中央会,公益社団法人国民健康保険中央会,"社団法人国民健康保険中央会
",NA,"国民健康保険団体連合会等
補助金
","(項)医療保険給付諸費
(目)国民健康保険団体連合会等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-09-29,2011 Sep,2011,114028000,日本看護協会,公益社団法人日本看護協会,"公益社団法人日本看護協会
",NA,"中央ナースセンター事業
","(項)医療従事者等確保対策費
(目)医療関係者研修費等補助金",Subsidy,公社,国所管,h23_youshiki1
MHLW,2011-09-30,2011 Sep,2011,175281000,児童健全育成推進財団,財団法人児童健全育成推進財団,"財団法人児童健全育成推進財団
",NA,"優良児童劇巡回事業等補助金
","(項)児童育成事業費
(目)児童育成事業費補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-09-30,2011 Sep,2011,3697000,がん研究会,公益財団法人がん研究会,"公益財団法人がん研究会
",NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,公財,国所管,h23_youshiki1
MHLW,2011-09-30,2011 Sep,2011,37829000,地域医療振興協会,公益社団法人地域医療振興協会,"公益社団法人地域医療振興協会
",NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,公社,国所管,h23_youshiki1
MHLW,2011-09-30,2011 Sep,2011,4728000,ライフ・エクステンション研究所,公益財団法人ライフ・エクステンション研究所,"財団法人ライフ・エクステンション研究所
",NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-09-30,2011 Sep,2011,16595000,厚生年金事業振興団,財団法人厚生年金事業振興団,"財団法人厚生年金事業振興団
",NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-09-30,2011 Sep,2011,15726000,厚生年金事業振興団,財団法人厚生年金事業振興団,"財団法人厚生年金事業振興団
",NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-09-30,2011 Sep,2011,2989000,船員保険会,財団法人船員保険会,"財団法人船員保険会
",NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-09-30,2011 Sep,2011,2042000,船員保険会,財団法人船員保険会,"財団法人船員保険会
",NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-09-30,2011 Sep,2011,20790000,天理よろづ相談所,公益財団法人天理よろづ相談所,"財団法人天理よろづ相談所
",NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,公財,国所管,h23_youshiki1
MHLW,2011-09-30,2011 Sep,2011,23408000,田附興風会,公益財団法人田附興風会,"財団法人田附興風会
",NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,公財,国所管,h23_youshiki1
MHLW,2011-09-30,2011 Sep,2011,2989000,日産厚生会,財団法人日産厚生会,"財団法人日産厚生会
",NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-09-30,2011 Sep,2011,2281000,博慈会,財団法人博慈会,"財団法人博慈会
",NA,"臨床研修費等補助金（医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-10-03,2011 Oct,2011,2457000,脳血管研究所,公益財団法人脳血管研究所,"財団法人脳血管研究所
",NA,"保健衛生施設等施設・設備整備費国庫補助金
","(項)地域保健対策費
(目)保健衛生施設等設備整備費補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-10-11,2011 Oct,2011,14221000,全国社会保険協会連合会,"社団法人全国社会保険協会連合会
","社団法人全国社会保険協会連合会
",NA,"保健衛生施設等施設・設備整備費国庫補助金
","(項)地域保健対策費
(目)保健衛生施設等設備整備費補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-10-14,2011 Oct,2011,60000000,日本食生活協会,一般財団法人日本食生活協会,"財団法人　日本食生活協会
",NA,"実践的な予防活動支援事業
","(項)健康増進対策費
(目)疾病予防対策事業費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-10-17,2011 Oct,2011,451988000,骨髄移植推進財団,公益財団法人骨髄移植推進財団,"財団法人骨髄移植推進財団
",NA,"移植対策（造血幹細胞）事業費補助金
","(項)移植医療推進費
(目)移植対策事業費補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-10-17,2011 Oct,2011,719374000,日本臓器移植ネットワ-ク,社団法人日本臓器移植ネットワーク,"社団法人日本臓器移植ネットワーク
",NA,"臓器移植対策事業費補助金
","(項)移植医療推進費
(目)移植対策事業費補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-10-19,2011 Oct,2011,1283825000,二十一世紀職業財団,財団法人二十一世紀職業財団,"財団法人21世紀職業財団
",NA,"育児休業労働者等支援交付金
","(項)男女均等雇用対策費
(目)育児休業労働者等支援交付金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-10-19,2011 Oct,2011,150172000,日本医師会,社団法人日本医師会,"社団法人日本医師会
",NA,"女性医師支援センター事業
","(項)医療従事者等確保対策費
(目)衛生関係指導者養成等委託費",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-10-19,2011 Oct,2011,16198000,ダイヤ高齢社会研究財団,公益財団法人ダイヤ高齢社会研究財団,"公益財団法人　ダイヤ高齢社会研究財団
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,公財,国所管,h23_youshiki1
MHLW,2011-10-19,2011 Oct,2011,33065000,全国老人福祉施設協議会,公益社団法人全国老人福祉施設協議会,"公益社団法人　全国老人福祉施設協議会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,公社,国所管,h23_youshiki1
MHLW,2011-10-19,2011 Oct,2011,44402000,日本認知症グル-プホ-ム協会,公益社団法人日本認知症グループホーム協会,"公益社団法人　日本認知症グループホーム協会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,公社,国所管,h23_youshiki1
MHLW,2011-10-19,2011 Oct,2011,12800000,骨粗鬆症財団,公益財団法人骨粗鬆症財団,"財団法人　骨粗鬆症財団
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-10-19,2011 Oct,2011,11992000,日本公衆衛生協会,一般財団法人日本公衆衛生協会,"財団法人　日本公衆衛生協会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-10-19,2011 Oct,2011,45003000,日本訪問看護財団,公益財団法人日本訪問看護財団,"財団法人　日本訪問看護振興財団
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-10-19,2011 Oct,2011,9793000,雇用問題研究会,社団法人雇用問題研究会,"社団法人　雇用問題研究会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-10-19,2011 Oct,2011,23001000,日本作業療法士協会,一般社団法人日本作業療法士協会,"社団法人　日本作業療法士協会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-10-19,2011 Oct,2011,19489000,日本作業療法士協会,一般社団法人日本作業療法士協会,"社団法人　日本作業療法士協会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-10-19,2011 Oct,2011,9921000,日本作業療法士協会,一般社団法人日本作業療法士協会,"社団法人　日本作業療法士協会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-10-19,2011 Oct,2011,15840000,日本福祉用具供給協会,社団法人日本福祉用具供給協会,"社団法人　日本福祉用具供給協会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-10-24,2011 Oct,2011,157088000,二十一世紀職業財団,財団法人二十一世紀職業財団,"財団法人２１世紀職業財団
",NA,"短時間労働者雇用管理改善等事業交付金
","(項)労働安全衛生対策費
(目)短時間労働者雇用管理改善等事業交付金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-10-24,2011 Oct,2011,460679000,二十一世紀職業財団,財団法人二十一世紀職業財団,"財団法人21世紀職業財団
",NA,"短時間労働者雇用管理改善等事業交付金
","(項)男女均等雇用対策費
(目)短時間労働者雇用管理改善等事業交付金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-10-28,2011 Oct,2011,8374000,日本フィットネス協会,公益社団法人日本フィットネス協会,社団法人日本フィットネス協会,NA,"障害者総合福祉推進事業
","(項)障害保健福祉費
(目)障害程度区分認定等事業費補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-10-28,2011 Oct,2011,7676000,日本フィランソロピ-協会,公益社団法人日本フィランソロピー協会,公益社団法人日本フィランソロピー協会,NA,"障害者総合福祉推進事業
","(項)障害保健福祉費
(目)障害程度区分認定等事業費補助金",Subsidy,公社,国所管,h23_youshiki1
MHLW,2011-10-28,2011 Oct,2011,7797000,日本栄養士会,公益社団法人日本栄養士会,社団法人日本栄養士会,NA,"障害者総合福祉推進事業
","(項)障害保健福祉費
(目)障害程度区分認定等事業費補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-10-28,2011 Oct,2011,8624000,日本精神保健福祉士協会,社団法人日本精神保健福祉士協会,社団法人日本精神保健福祉士協会,NA,"障害者総合福祉推進事業
","(項)障害保健福祉費
(目)障害程度区分認定等事業費補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-10-28,2011 Oct,2011,7141000,日本精神保健福祉連盟,公益社団法人日本精神保健福祉連盟,社団法人日本精神保健福祉連盟,NA,"障害者総合福祉推進事業
","(項)障害保健福祉費
(目)障害程度区分認定等事業費補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-10-28,2011 Oct,2011,6705000,日本知的障害者福祉協会,財団法人日本知的障害者福祉協会,財団法人日本知的障害者福祉協会,NA,"障害者総合福祉推進事業
","(項)障害保健福祉費
(目)障害程度区分認定等事業費補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-11-01,2011 Nov,2011,11640000,全日本聾唖連盟,財団法人全日本聾唖連盟,財団法人全日本聾唖連盟,NA,"手話通訳者等派遣支援事業委託費
","(項)障害保健福祉費
(目)身体障害者福祉促進事業委託費",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-11-01,2011 Nov,2011,1516758000,国民健康保険中央会,公益社団法人国民健康保険中央会,"社団法人国民健康保険中央会
",NA,"障害者自立支援給付支払システム事業費
","(項)障害保健福祉費
(目)障害程度区分認定等事業費補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-11-04,2011 Nov,2011,565000,日本対がん協会,公益財団法人日本対がん協会,"公益財団法人　日本対がん協会
",NA,"がん検診従事者研修事業
","(項)健康増進対策費
(目)疾病予防対策事業費等補助金",Subsidy,公財,国所管,h23_youshiki1
MHLW,2011-11-04,2011 Nov,2011,149000,日本放射線技師会,公益社団法人日本放射線技師会,"社団法人　日本放射線技師会
",NA,"がん検診従事者研修事業
","(項)健康増進対策費
(目)疾病予防対策事業費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-11-04,2011 Nov,2011,100549000,全国生活衛生営業指導センタ-,財団法人全国生活衛生営業指導センター,"財団法人全国生活衛生営業指導センター
",NA,"生活衛生関係営業対策事業費補助金
","(項)生活衛生対策費
(目)生活衛生関係営業対策事業費補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-11-10,2011 Nov,2011,27528000,日本看護協会,公益社団法人日本看護協会,"公益社団法人　日本看護協会
",NA,"地域保健活動普及等委託費
","(項)地域保健対策費
(目)衛生関係指導者養成等委託費",Subsidy,公社,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,38095000,日本労働者信用基金協会,一般社団法人日本労働者信用基金協会,"社団法人日本労働者信用基金協会
",NA,"求職者支援資金融資事業
","(項)就職支援事業費
(目)求職者訓練受講支援補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,9600000,テクノエイド協会,公益財団法人テクノエイド協会,"公益財団法人　テクノエイド協会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,公財,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,14808000,成年後見センタ-・リ-ガルサポ-ト,公益社団法人成年後見センター・リーガルサポート,"公益社団法人　成年後見センター・リーガルサポート
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,公社,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,16407000,認知症の人と家族の会,公益社団法人認知症の人と家族の会,"公益社団法人　認知症の人と家族の会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,公社,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,17500000,健康・生きがい開発財団,財団法人健康・生きがい開発財団,"財団法人　健康・生きがい開発財団
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,24820000,高齢者住宅財団,財団法人高齢者住宅財団,"財団法人　高齢者住宅財団
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,6400000,全国老人クラブ連合会,財団法人全国老人クラブ連合会,"財団法人　全国老人クラブ連合会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,1731000,日本老人福祉財団,財団法人日本老人福祉財団,"財団法人　日本老人福祉財団
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,42860000,シルバ-サ-ビス振興会,一般社団法人シルバーサービス振興会,"社団法人　シルバーサービス振興会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,9440000,財形福祉協会,社団法人財形福祉協会,"社団法人　財形福祉協会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,12376000,生活福祉研究機構,一般社団法人生活福祉研究機構,"社団法人　生活福祉研究機構
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,67422000,全国国民健康保険診療施設協議会,公益社団法人全国国民健康保険診療施設協議会,"社団法人　全国国民健康保険診療施設協議会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,45000000,全国訪問看護事業協会,一般社団法人全国訪問看護事業協会,"社団法人　全国訪問看護事業協会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,45600000,全国老人保健施設協会,公益社団法人全国老人保健施設協会,"社団法人　全国老人保健施設協会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-12-01,2011 Dec,2011,17820000,日本老年医学会,社団法人日本老年医学会,"社団法人　日本老年医学会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-12-05,2011 Dec,2011,30000000,日本障害者リハビリテ-ション協会,公益財団法人日本障害者リハビリテーション協会,"公益財団法人　日本障害者リハビリテーション協会
",NA,"社会福祉推進事業
","(項)地域福祉推進費
(目)セーフティネット支援対策等事業費補助金",Subsidy,公財,国所管,h23_youshiki1
MHLW,2011-12-05,2011 Dec,2011,11372000,健康・生きがい開発財団,財団法人健康・生きがい開発財団,"財団法人健康･生きがい開発財団
",NA,"社会福祉推進事業
","(項)地域福祉推進費
(目)セーフティネット支援対策等事業費補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-12-05,2011 Dec,2011,14700000,健康・体力づくり事業財団,公益財団法人健康・体力づくり事業財団,"財団法人健康･体力づくり事業財団
",NA,"社会福祉推進事業
","(項)地域福祉推進費
(目)セーフティネット支援対策等事業費補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-12-05,2011 Dec,2011,15255000,日本社会福祉士会,社団法人日本社会福祉士会,"社団法人　日本社会福祉士会
",NA,"社会福祉推進事業
","(項)地域福祉推進費
(目)セーフティネット支援対策等事業費補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-12-06,2011 Dec,2011,7724000,日本自閉症協会,社団法人日本自閉症協会,"社団法人日本自閉症協会
",NA,"障害者総合福祉推進事業
","(項)障害保健福祉費
(目)障害程度区分認定等事業費補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-12-06,2011 Dec,2011,7120000,日本精神科看護技術協会,社団法人日本精神科看護技術協会,"社団法人日本精神科看護技術協会
",NA,"障害者総合福祉推進事業
","(項)障害保健福祉費
(目)障害程度区分認定等事業費補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-12-06,2011 Dec,2011,5239000,日本精神科病院協会,公益社団法人日本精神科病院協会,"社団法人日本精神科病院協会
",NA,"障害者総合福祉推進事業
","(項)障害保健福祉費
(目)障害程度区分認定等事業費補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-12-14,2011 Dec,2011,22232000,日本レクリエ-ション協会,公益財団法人日本レクリエーション協会,"公益財団法人　日本レクリエーション協会
",NA,"実践的な予防活動支援事業
","(項)健康増進対策費
(目)疾病予防対策事業費等補助金",Subsidy,公財,国所管,h23_youshiki1
MHLW,2011-12-21,2011 Dec,2011,1080000,田附興風会,公益財団法人田附興風会,"公益財団法人田附興風会
",NA,"保健衛生施設等施設・設備整備費国庫補助金
","(項)地域保健対策費
(目)保健衛生施設等設備整備費補助金",Subsidy,公財,国所管,h23_youshiki1
MHLW,2012-01-10,2012 Jan,2012,428000,日本海員掖済会,社団法人日本海員掖済会,"社団法人日本海員掖済会
",NA,"臨床研修費等補助金（歯科医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2012-01-10,2012 Jan,2012,5908000,全国社会保険協会連合会,"社団法人全国社会保険協会連合会
",社団法人　全国社会保険協会連合会,NA,"臨床研修費等補助金（歯科医師）
","（項）医療従事者資質向上対策費
（目）臨床研修費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2012-01-12,2012 Jan,2012,17400000,健康・生きがい開発財団,財団法人健康・生きがい開発財団,"財団法人　健康・生きがい開発財団
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2012-01-12,2012 Jan,2012,6560000,高齢者住宅財団,財団法人高齢者住宅財団,"財団法人　高齢者住宅財団
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2012-01-12,2012 Jan,2012,14284000,全国有料老人ホ-ム協会,社団法人全国有料老人ホーム協会,"社団法人　全国有料老人ホーム協会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2012-01-12,2012 Jan,2012,24987000,全日本病院協会,社団法人全日本病院協会,"社団法人　全日本病院協会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2012-01-12,2012 Jan,2012,23374000,日本介護福祉士会,社団法人日本介護福祉士会,"社団法人　日本介護福祉士会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2012-01-12,2012 Jan,2012,15733000,日本社会福祉士会,社団法人日本社会福祉士会,"社団法人　日本社会福祉士会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2012-01-12,2012 Jan,2012,20957000,日本理学療法士協会,公益社団法人日本理学療法士協会,"社団法人　日本理学療法士協会
",NA,"老人保健事業推進費等補助金（老人保健健康増進等事業分）
","(項)高齢者日常生活支援等推進費
(目)老人保健事業推進費等補助金",Subsidy,特社,国所管,h23_youshiki1
