granter_ministry,granter_jcn,grant_date,grant_month,grant_year,amount,amount_est,grantee_clean,grantee,grantee_detail,grantee_jcn,grant_name,description,grant_type,npo_type,admin_division,num_bidders,competitive_bid,contract_reason,govt_reemployees,filename
MLIT,NA,2011-04-01,2011 Apr,2011,26775000,27247500,沿岸技術研究センター,一般財団法人沿岸技術研究センター,"（特財）沿岸技術研究センター
東京都千代田区隼町３－１６",NA,"支出負担行為担当官
関東地方整備局副局長
梅山　和成
横浜市中区北仲通５－５７","港湾整備に係る沿岸気象海象情報の予測情報等提供業務
－
H23.4.1～H24.3.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,14490000,14647500,沿岸技術研究センター,一般財団法人沿岸技術研究センター,"(特財)沿岸技術研究センター
東京都千代田区隼町３－１６",NA,"支出負担行為担当官
北陸地方整備局次長　東山茂
新潟市中央区美咲町１－１－１","港湾整備に係る沿岸気象海象情報の予測情報等提供業務
北陸地方整備局港湾空港部
H23.4.1～H24.3.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,19425000,21622650,沿岸技術研究センター,一般財団法人沿岸技術研究センター,"（財）沿岸技術研究センター
東京都千代田区隼町3-16",NA,"支出負担行為担当官
中部地方整備局副局長
岩立　忠夫
中部地方整備局
名古屋市築地町２番地","平成23年度　港湾整備に係る沿岸気象海象の予測情報等提供業務
－
H23.4.1～H24.3.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,16590000,16789500,沿岸技術研究センター,一般財団法人沿岸技術研究センター,"（特財）沿岸技術研究センター
東京都千代田区隼町3-16",NA,"支出負担行為担当官
近畿地方整備局副局長
小野憲司

近畿地方整備局
神戸市中央区海岸通29","港湾整備に係る沿岸気象海象情報の予測情報等提供業務
-
H23.4.1～H24.3.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,9975000,10177794,沿岸技術研究センター,一般財団法人沿岸技術研究センター,"（特財）沿岸技術研究センター
東京都千代田区隼町３－１６",NA,支出負担行為担当官　中国地方整備局副局長　細見　寛　広島市中区東白島町14-15,"港湾整備に係る沿岸気象海象情報の予測情報等提供業務
当局指定の場所
H23.4.1～H24.3.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,29700000,29790000,沿岸技術研究センター,一般財団法人沿岸技術研究センター,"(特財)沿岸技術研究センター
東京都千代田区隼町３－１６",NA,"支出負担行為担当官
四国地方整備局次長　
西本　光宏
香川県高松市サンポート3番33号","港湾整備に係る沿岸気象海象情報の予測情報等提供業務
―
H23.4.1～H24.3.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,6200000,6250000,沿岸技術研究センター,一般財団法人沿岸技術研究センター,"（特財）沿岸技術研究センター
東京都千代田区隼町３番１６号",NA,"分任支出負担行為担当官　四国地方整備局　高知港湾・空港整備事務所長　國松　靖　　
高知県高知市種崎８７４番地","須崎港気象海象情報取得等業務
高知県須崎市多ノ郷字船着乙７８４ほか
H23.4.1～H24.3.31
建設コンサルタント",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,28035000,28149450,沿岸技術研究センター,一般財団法人沿岸技術研究センター,"（特財）沿岸技術研究センター
東京都千代田区隼町3-16",NA,"支出負担行為担当官
九州地方整備局副局長
九州地方整備局
福岡市博多区博多駅東2-10-7","港湾整備に係る沿岸気象海象情報の予測情報等提供業務
－
Ｈ23.4.1～Ｈ24.3.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,80850000,81763500,海洋博覧会記念公園管理財団,財団法人海洋博覧会記念公園管理財団,"（財）海洋博覧会記念公園管理財団
沖縄県国頭郡本部町字石川８８８",NA,"契約担当役
九州支社長
加茂　晶三
福岡県福岡市中央区長浜２－２－４",平成２３年度沖縄記念公園首里城北殿他漆等塗装検討業務,Public Works,特財,国所管,1,Negotiated,沖縄の歴史的建造物の漆塗装に係る補修技術が求められることから、公募型プロポーザル方式により入札を行い、総合的に最も優れた技術提案を行った同社と随意契約を行ったものである。（会計規程第51条第３項第１号）,0,h23_youshiki3-2
MLIT,NA,2011-04-01,2011 Apr,2011,95550000,119857500,海洋架橋・橋梁調査会,財団法人海洋架橋・橋梁調査会,"（特財）海洋架橋・橋梁調査会
東京都文京区音羽２－１０－２",NA,"分任支出負担行為担当官北陸地方整備局北陸技術事務所長
岡村　幸弘
新潟市西区山田２３１０－５","平成２３年度　北陸地方整備局管内橋梁評価等業務
北陸地方整備局管内
H23.4.1～H24.3.30
土木関係建設コンサルタント業務",Public Works,特財,国所管,2,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,5565000,5827500,海洋架橋・橋梁調査会,財団法人海洋架橋・橋梁調査会,"（特財）海洋架橋・橋梁調査会
東京都文京区音羽２－１０－２",NA,"支出負担行為担当官　四国地方整備局長　足立　敏之
四国地方整備局　香川県高松市サンポート３番３３号","平成２３年度　橋梁工事技術審査業務
四国地方整備局
H23.4.1～H24.3.31
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,38640000,47617500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞が関３－３－１",NA,"支出負担行為担当官
室蘭開発建設部長　高橋　総一
室蘭市入江町１番地１４","室蘭港外２港工事監督支援業務
室蘭市ほか
H23.4.2～H24.3.23
土木関係建設コンサルタント業務",Public Works,特財,国所管,2,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,20055000,24486000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞が関３－３－１",NA,"支出負担行為担当官
室蘭開発建設部長　高橋　総一
室蘭市入江町１番地１４","苫小牧港外１港工事監督支援業務
苫小牧市ほか
Ｈ23.4.2～H24.3.9
土木関係建設コンサルタント業務",Public Works,特財,国所管,2,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,11760000,13429500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞が関３－３－１",NA,"支出負担行為担当官
室蘭開発建設部長　高橋　総一
室蘭市入江町１番地１４","室蘭港外２港積算技術業務
室蘭市ほか
H23.4.2～H24.3.23
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,3675000,3832500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞が関３－３－１",NA,"支出負担行為担当官
室蘭開発建設部長　高橋　総一
室蘭市入江町１番地１４","三石漁港積算技術業務
新ひだか町
H23.4.2～H23.7.25
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,7140000,7455000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター　北海道支部
札幌市中央区北３条西３丁目１番地４７　　　ヒューリック札幌ＮＯＲＴＨ３３ビル",NA,"支出負担行為担当官
留萌開発建設部長　吉井　厚志
留萌市寿町１丁目６８番地","羽幌港外３港積算技術業務
羽幌町ほか
H23.4.14～H24.3.26
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,46410000,49077000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター

東京都千代田区霞が関３－３－１",NA,"分任支出負担行為担当官
塩釜港湾・空港整備事務所長
池田　秀文
東北地方整備局
塩釜港湾・空港整備事務所
多賀城市明月１－４－６","塩釜港湾・空港整備事務所 品質監視等補助業務
仙台塩釜港、石巻港、仙台空港の対象工事現場（調査現場を含む）及び調査職員が指定する場所
H23.4.1～H24.3.26
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,46347000,47712000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター

東京都千代田区霞が関３－３－１",NA,"分任支出負担行為担当官
小名浜港湾事務所長 西尾　保之
東北地方整備局
小名浜港湾事務所
いわき市小名浜字栄町６５","小名浜港湾事務所品質監視等補助業務
小名浜港の対象工事現場(調査現場を含む)
H23.4.1～H24.3.26
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,53970000,54211500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"支出負担行為担当官
関東地方整備局副局長
梅山　和成
横浜市中区北仲通５－５７","東京湾口航路航路管理情報収集業務
東京湾口航路事務所
H23.4.1～H24.3.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,74550000,74749500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"支出負担行為担当官
関東地方整備局副局長
梅山　和成
横浜市中区北仲通５－５７","東京国際空港設計予備検討業務
東京国際空港内
H23.4.1～H24.3.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,51450000,52353000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"支出負担行為担当官
関東地方整備局副局長
梅山　和成
横浜市中区北仲通５－５７","東京国際空港施工状況確認補助業務
東京港の対象工事現場（調査現場も含む）及び調査職員が指定する場所
H23.4.1～H24.3.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,75810000,75978000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"支出負担行為担当官
関東地方整備局副局長
梅山　和成
横浜市中区北仲通５－５７","東京港施工状況確認等業務
東京港の対象工事現場（調査現場も含む）及び調査職員が指定する場所
H23.4.1～H24.3.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,23100000,23205000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"分任支出負担行為担当官
関東地方整備局鹿島港湾・空港整備事務所長
原田　達夫
鹿嶋市粟生２２５４","鹿島港及び茨城港発注補助業務
鹿島港、茨城港常陸那珂港区の請負工事現場（調査現場を含む）及び調査職員が指定する場所
H23.4.1～H24.3.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,3045000,3076500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"分任支出負担行為担当官
関東地方整備局千葉港湾事務所長
篠原　邦彦
千葉市中央区中央港１－１１－２","千葉港発注補助業務務
千葉港、木更津港、東京湾内の対象工事現場（調査現場含む）及び調査職員が指定する場所
H23.4.1～H23.9.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,16170000,16758000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"分任支出負担行為担当官
関東地方整備局千葉港湾事務所長
篠原　邦彦
千葉市中央区中央港１－１１－２","千葉港施工状況確認等補助業務
千葉港、木更津港、東京湾内の対象工事現場（調査現場含む）及び調査職員が指定する場所
H23.4.1～H24.1.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,19320000,19824000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"分任支出負担行為担当官
関東地方整備局東京港湾事務所長
川上　泰司
東京都江東区新木場１－６－２５","東京港発注補助業務
東京港の対象工事現場（調査現場を含む）及び調査職員が指定する場所
H23.4.1～H24.3.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,22050000,22165500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"分任支出負担行為担当官
関東地方整備局東京空港整備事務所長
鈴木　弘之
東京都大田区羽田空港３－３－１","東京国際空港発注補助業務
－
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,31500000,31731000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"分任支出負担行為担当官
関東地方整備局京浜港湾事務所長
守屋　正平
横浜市西区みなとみらい６－３－７","京浜港発注補助業務
横浜港、川崎港、横須賀港、木更津港の対象工事現場（調査現場を含む）及び調査職員が指定する場所
H23.4.1～H24.1.31
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,16800000,17923500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"分任支出負担行為担当官
関東地方整備局東京湾口航路事務所長
三上　豊
横須賀市新港町１３","東京湾口航路施工状況確認等補助業務
東京湾口航路の対象工事現場（調査現場を含む）及び調査職員が指定する場所
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,3255000,3486000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"分任支出負担行為担当官
関東地方整備局東京湾口航路事務所長
三上　豊
横須賀市新港町１３","東京湾口航路発注補助業務
東京湾口航路の対象工事現場（調査現場を含む）及び調査職員が指定する場所
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,61950000,62853000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"支出負担行為担当官
北陸地方整備局次長　東山茂
新潟市中央区美咲町１－１－１","新潟東港・直江津港品質監視等補助業務
新潟東港及び直江津港の請負工事現場及び調査職員が指定する場所
H23.4.1～H24.3.26
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,100275000,101178000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"支出負担行為担当官
北陸地方整備局次長　東山茂
新潟市中央区美咲町１－１－１","伏木富山港品質監視等補助業務
伏木富山港の請負工事現場及び調査職員が指定する場所
H23.4.1～H24.3.26
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,29925000,30292500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関３－３－１",NA,"支出負担行為担当官
北陸地方整備局次長　東山茂
新潟市中央区美咲町１－１－１","技術審査補助業務
北陸地方整備局管内
H23.4.1～H24.3.26
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,66675000,67969650,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関3-3-1",NA,"支出負担行為担当官
中部地方整備局副局長
岩立　忠夫
中部地方整備局
名古屋市築地町２番地","平成23年度　清水港湾事務所品質監視等補助業務
静岡県、清水港・田子の浦港内
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,18375000,18683700,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関3-3-1",NA,"支出負担行為担当官
中部地方整備局副局長
岩立　忠夫
中部地方整備局
名古屋市築地町２番地","平成23年度　三河港湾事務所品質監視等補助業務
愛知県、三河港・衣浦港内
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,17850000,18110400,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関3-3-1",NA,"支出負担行為担当官
中部地方整備局副局長
岩立　忠夫
中部地方整備局
名古屋市築地町２番地","平成23年度　四日市港湾事務所品質監視等補助業務
三重県、四日市港内
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,17850000,18129300,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関3-3-1",NA,"支出負担行為担当官
中部地方整備局副局長
岩立　忠夫
中部地方整備局
名古屋市築地町２番地","平成23年度　津松阪港事務所品質監視等補助業務
三重県、津松阪港内
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,23625000,24000900,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関3-3-1",NA,"支出負担行為担当官
中部地方整備局副局長
岩立　忠夫
中部地方整備局
名古屋市築地町２番地","平成23年度　中部地方整備局発注補助業務
－
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,27825000,28165200,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関3-3-1",NA,"支出負担行為担当官
中部地方整備局副局長
岩立　忠夫
中部地方整備局
名古屋市築地町２番地","平成23年度　中部地方整備局技術審査補助業務
中部地方整備局
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,30975000,31634400,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（財）港湾空港建設技術サービスセンター
東京都千代田区霞ヶ関3-3-1",NA,"分任支出負担行為担当官
名古屋港湾空港技術調査事務所長
内田　吉文
中部地方整備局名古屋港湾空港技術調査事務所
名古屋市南区東又兵ヱ町１－５７－３","平成23年度　管内港湾・海岸に係る技術資料作成業務
－
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,51135000,54455100,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞が関3-3-1",NA,"支出負担行為担当官
近畿地方整備局副局長
小野憲司

近畿地方整備局
神戸市中央区海岸通29","神戸港等施工状況確認等補助

神戸港・姫路港・尼崎西宮芦屋港及び東播磨港の対象工事現場（調査現場を含む）
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,23520000,24314850,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞が関3-3-1",NA,"支出負担行為担当官
近畿地方整備局副局長
小野憲司

近畿地方整備局
神戸市中央区海岸通29","管内技術審査補助業務

－
H23.4.1～H24.3.26
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,51765000,54825750,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞が関3-3-1",NA,"支出負担行為担当官
近畿地方整備局副局長
小野憲司

近畿地方整備局
神戸市中央区海岸通29","大阪国際空港施工状況確認等補助業務

大阪国際空港制限区域及びその近傍の対象工事現場（調査現場含む）
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,23940000,24717000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞が関3-3-1",NA,"分任支出負担行為担当官
近畿地方整備局
神戸港湾事務所長
山縣延文

近畿地方整備局
神戸港湾事務所
神戸市中央区小野浜町7番30号","神戸港等発注補助業務

神戸港、尼崎西宮芦屋港、姫路港、東播磨港の対象工事現場（調査現場を含む）
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,17115000,18217500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サービスセンター
東京都千代田区霞が関3-3-1",NA,"分任支出負担行為担当官代理
近畿地方整備局舞鶴港湾事務所総務課長
福岡保則

近畿地方整備局
舞鶴港湾事務所
京都府舞鶴市下福井910番地","舞鶴港施工状況確認等補助業務

舞鶴港湾事務所指定の場所
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,14070000,14198467,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サ－ビスセンタ－
東京都千代田区霞が関３－３－１",NA,支出負担行為担当官　中国地方整備局副局長　細見　寛　広島市中区東白島町14-15,"管内港湾空港における技術審査に係る資料作成補助業務
当局指定の場所
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,17850000,18186000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サ－ビスセンタ－
東京都千代田区霞が関３－３－１",NA,分任支出負担行為担当官　中国地方整備局境港湾・空港整備事務所長　古田秀則　境港市昭和町９,"浜田港施工状況確認等補助業務
当事務所指定の場所
H23.4.1～H24.3.30
建設コンサルタント等
",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,33600000,35626500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サ－ビスセンタ－
東京都千代田区霞が関３－３－１",NA,分任支出負担行為担当官　中国地方整備局宇野港湾事務所長　　高岡　佳輝　玉野市築港１－１－３,"水島港施工状況確認等補助業務(その1)
当事務所指定の場所
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,33600000,35626500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サ－ビスセンタ－
東京都千代田区霞が関３－３－１",NA,分任支出負担行為担当官　中国地方整備局宇野港湾事務所長　　高岡　佳輝　玉野市築港１－１－３,"水島港施工状況確認等補助業務(その2)
当事務所指定の場所
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,19425000,19708500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サ－ビスセンタ－
東京都千代田区霞が関３－３－１",NA,分任支出負担行為担当官　中国地方整備局広島港湾・空港整備事務所長　奥谷　丈　広島市南区宇品海岸１０－２８,"尾道糸崎港施工状況確認等補助業務
当事務所指定の場所
H23.4.1～H24.3.30
建設コンサルタント等",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,36225000,36949500,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サ－ビスセンタ－
東京都千代田区霞が関３－３－１",NA,分任支出負担行為担当官　中国地方整備局広島港湾・空港整備事務所長　奥谷　丈　広島市南区宇品海岸１０－２８,"広島港海岸施工状況確認等補助業務
当事務所指定の場所
H23.4.1～H24.3.30
建設コンサルタント等
",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,11550000,11718000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サ－ビスセンタ－
東京都千代田区霞が関３－３－１",NA,分任支出負担行為担当官　中国地方整備局宇部港湾・空港整備事務所長　森　宣夫　宇部市大字妻崎開作３２－１,"宇部港等施工状況確認等補助業務
当事務所指定の場所
H23.4.1～H23.10.31
建設コンサルタント等
",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,19425000,19593000,港湾空港建設技術サービスセンター,財団法人港湾空港建設技術サービスセンター,"（特財）港湾空港建設技術サ－ビスセンタ－
東京都千代田区霞が関３－３－１",NA,分任支出負担行為担当官　中国地方整備局宇部港湾・空港整備事務所長　森　宣夫　宇部市大字妻崎開作３２－１,"徳山下松港施工状況確認等補助業務
当事務所指定の場所
H23.4.1～H24.3.30
建設コンサルタント等
",Public Works,特財,国所管,1,Competitive,NA,NA,h23_youshiki2-1
